gene 	 shG9a_E2-
C15orf43 	 0
RP11-270M14.4 	 0
RD3L 	 0
RP11-322L20.1 	 0
RP11-696D21.2 	 0
RP11-163M18.1 	 0
RP11-280K24.1 	 0
RP11-903H12.2 	 0
RP11-907D1.1 	 0
RP11-1085N6.5 	 0
RP11-589M4.2 	 0
RP11-436M15.3 	 0
RP11-1A16.1 	 0
RP11-613G13.1 	 0
CTD-2207P18.2 	 0
RP11-692C24.3 	 0
CASC1 	 1
RP11-362L22.1 	 0
RP11-99E15.2 	 0
RP11-219E7.3 	 0
RP11-242B12.5 	 0
RP11-618G20.1 	 1
RP11-1007I4.1 	 0
RP11-543C4.3 	 0
RP11-1033H12.1 	 0
CTD-3051D23.3 	 0
CTD-2014B16.1 	 0
RP11-725G5.3 	 0
RP11-757H14.2 	 0
RPS3AP4 	 0
RP11-463J10.4 	 0
RP11-299L17.3 	 0
RP11-831F12.4 	 1
RP11-305B6.2 	 0
CTD-2552B11.3 	 0
AC144835.1 	 0
RP11-159L20.2 	 0
RP11-566K11.4 	 0
RP11-810K23.6 	 0
RP11-589M4.3 	 0
RP11-69H14.1 	 0
RP11-76E17.3 	 0
RP11-388E23.2 	 0
RP11-98N22.6 	 0
COX5AP2 	 0
CTD-2313J17.3 	 0
DKFZP434O1614 	 0
TSHR 	 0
RP11-644F5.15 	 0
CTD-2277K2.1 	 1
ANG 	 0
RP11-454K7.2 	 0
ZFP64P1 	 0
RP11-30G8.1 	 0
RP11-232C2.1 	 0
RP11-219E7.4 	 0
NT5CP2 	 0
RP11-118A3.1 	 0
RP11-536G4.2 	 0
RP11-129B9.2 	 0
RP1-71H24.4 	 0
AL845450.1 	 1
RP11-2H8.3 	 0
RP3-473L9.4 	 0
RP11-474C8.5 	 0
CTSG 	 0
CR938714.2 	 0
RP11-536C10.3 	 0
EIF4A1P12 	 0
BX927139.2 	 0
CR759782.1 	 1
AL845446.2 	 0
RP11-617J18.1 	 1
EMX2OS 	 1
RP11-248E9.5 	 0
PTPRR 	 1
AL773541.1 	 1
AL845450.4 	 0
RP11-603J24.6 	 0
AL662866.1 	 0
HIGD1AP9 	 0
RP11-597A11.3 	 0
MYBPC1 	 0
BX927168.3 	 0
RP11-813P10.1 	 1
BX000360.1 	 0
RP11-397H6.1 	 0
RP11-290L1.5 	 0
RP11-579D7.4 	 0
AC005086.3 	 0
BX927139.1 	 0
RP11-597A11.1 	 0
RP11-650K20.2 	 0
LRMP 	 0
RP11-753N8.1 	 0
RP11-352M15.1 	 1
AL662847.3 	 1
CR753835.2 	 0
OR7E5P 	 0
RP11-754N21.1 	 0
RP11-114F10.3 	 0
AL773544.4 	 0
RP11-128P10.1 	 0
AC005086.1 	 0
KIRREL3-AS1 	 0
CR388382.1 	 0
RP11-139E19.2 	 0
RP11-129J12.2 	 0
RP11-70F11.7 	 0
RP4-601P9.1 	 0
AL805909.3 	 0
RP11-536C10.10 	 0
BX927220.4 	 1
RP11-689B22.2 	 0
AL844220.2 	 0
RP11-350G24.2 	 0
RP11-81H3.1 	 0
KDM1B 	 0
RP11-159N11.3 	 0
LRRC37A13P 	 0
RP11-860B13.1 	 0
TBATA 	 0
RP11-732A19.9 	 0
RP5-965K10.3 	 0
RP11-21A7A.4 	 0
RP11-64D24.2 	 0
KLRD1 	 0
KLRK1 	 1
GPR17 	 0
RP11-728G15.1 	 0
RP11-220H4.2 	 0
RP11-283I3.1 	 0
KLRC1 	 0
RP11-7M8.2 	 0
RP11-473M14.3 	 0
AP000462.1 	 0
RP11-444B24.2 	 0
RP11-673D15.7 	 1
RP11-476M19.2 	 0
RP11-377D9.2 	 0
RP11-324E6.4 	 0
FOLR3 	 0
RP11-817J15.2 	 0
RP11-59N23.3 	 0
RP11-804A23.1 	 0
RP11-158L12.2 	 0
TAS2R63P 	 0
GRIA3 	 0
RP11-266K4.12 	 1
RP11-114G22.1 	 0
RP1-267D11.1 	 0
OR6J1 	 0
RP11-871F6.3 	 0
NRK 	 0
RP11-180M15.3 	 0
RP11-807H22.6 	 0
RP11-267J23.4 	 0
AP000438.4 	 0
RP11-1060J15.7 	 0
FOLR2 	 0
RP11-342M3.2 	 0
TRPV4 	 0
AC061975.9 	 0
RP11-264F23.4 	 0
MFAP5 	 0
KLRC2 	 0
PIK3C2G 	 0
RP1-166H1.2 	 0
RP4-809F18.1 	 0
NLGN3 	 0
RP11-123O10.3 	 0
RP11-196H14.4 	 0
RP11-90D4.3 	 0
AP000462.2 	 0
RP5-916L7.2 	 0
RP11-430H10.3 	 0
NAALADL1 	 0
FMO3 	 0
RP4-683L5.1 	 0
RP11-163O19.1 	 0
RP11-945A11.1 	 0
RP11-94A24.1 	 0
RP11-738O11.13 	 0
RP11-303G3.6 	 0
AC084121.17 	 0
NAV2-AS2 	 0
RP11-867G23.10 	 0
RP11-672A2.3 	 0
EFCAB8 	 0
RP11-867G23.2 	 0
RP11-318C2.1 	 1
RP11-707M1.7 	 0
C11orf85 	 0
RP11-700F16.2 	 0
RP11-167J8.3 	 0
RP11-58K22.4 	 0
PRKCDBP 	 0
RP11-23J9.6 	 0
RP11-163O19.11 	 0
RP11-1082L8.2 	 0
ZDHHC20P3 	 0
ZNF123P 	 0
ANO1-AS2 	 0
AP002954.6 	 0
CTC-497E21.5 	 0
RP11-702F3.4 	 0
CREB3L1 	 0
RP11-56P9.10 	 0
RP11-794P6.6 	 0
RP11-529A4.12 	 1
CDCP2 	 0
RP11-351E7.2 	 0
RP11-507F16.1 	 0
RP5-901A4.4 	 0
MRVI1 	 0
CTD-2562J17.4 	 0
MS4A18 	 0
RP11-680L20.1 	 0
FAM8A2P 	 1
CTD-3076O17.1 	 0
RP11-109E10.2 	 0
RP11-334E6.3 	 0
RP11-626H12.2 	 0
RP11-303G3.9 	 0
CTD-2028E8.1 	 0
SAMD3 	 0
AF228730.12 	 0
RP11-160H12.3 	 0
FXYD2 	 0
RP11-429J17.4 	 0
RP11-619A14.2 	 0
RP11-843A23.1 	 0
RP11-50B3.1 	 0
RP11-567O18.1 	 0
RP11-687M24.8 	 0
RP5-1160K1.8 	 0
AP002954.4 	 0
RP11-448P19.1 	 0
FOLH1 	 0
RP11-51B23.3 	 0
MFRP 	 0
GZMB 	 0
RP11-56P9.5 	 0
RP11-109L13.5 	 1
AF186192.1 	 0
AC068858.1 	 0
RP11-313I2.7 	 0
FUT6 	 0
RP11-632K5.2 	 0
CTB-78H18.1 	 0
CTD-3023L14.3 	 0
ENPP2 	 0
RP11-546K22.2 	 0
SNAP91 	 0
KB-1568E2.1 	 0
CALCB 	 0
RP11-18A15.1 	 0
RP11-238I10.1 	 0
LZTS1-AS1 	 0
RP11-317N12.1 	 0
RP11-328L11.1 	 0
RP11-44K6.4 	 0
RP11-150O12.5 	 0
CTD-2373N4.5 	 0
RP11-58O3.2 	 0
RP11-44D19.1 	 0
CKS1BP7 	 0
IRGM 	 0
DOK2 	 0
RP11-798K23.5 	 0
RP11-255B23.4 	 0
FGF17 	 1
RP11-16P20.3 	 0
RP11-705O24.1 	 0
RP11-281O15.5 	 0
RP11-56A10.1 	 0
CTD-3046C4.1 	 1
RP11-58O3.1 	 1
RP11-246K15.1 	 0
RP11-152P17.3 	 0
IGHV3-36 	 0
FAM90A24P 	 0
RP11-798K23.4 	 0
RP11-10J21.5 	 0
RP11-981G7.3 	 0
RP11-589C21.2 	 0
AF121898.2 	 0
IGKV2D-10 	 0
RP11-99H20.1 	 0
RP11-716D16.1 	 0
CTB-79E8.2 	 0
RP11-642D21.1 	 0
IGLV1-41 	 0
RP11-775B15.2 	 0
RP11-756K15.2 	 0
RP11-382J24.2 	 0
FABP12 	 0
RP11-624C23.1 	 0
CTD-2299I21.1 	 0
KB-1991G8.1 	 0
GS1-251I9.2 	 0
RP11-1149M10.1 	 0
RP11-200A13.3 	 0
CTD-2501M5.1 	 0
KB-1589B1.3 	 0
ODF1 	 0
IGKV2-10 	 0
RP11-1113C11.2 	 0
RP11-770E5.2 	 0
RP11-10J21.3 	 0
AC008703.1 	 0
RP11-278I4.2 	 0
CA1 	 0
CTB-56J15.1 	 0
RSPO2 	 1
MAGI2 	 0
IGHV3-79 	 1
RP11-597M17.1 	 1
RP11-167P20.1 	 0
RP11-150O12.4 	 0
TRIM55 	 0
CTD-3107M8.4 	 0
COL22A1 	 1
KB-1205A7.2 	 0
RP11-94H18.1 	 0
RNA5SP159 	 0
AC134878.1 	 0
RNA5SP108 	 0
RNY4P11 	 0
SNORD22 	 0
AL079339.1 	 0
RNU6-62 	 0
SCARNA24 	 0
AC006557.1 	 0
RNA5SP67 	 0
RNA5SP473 	 0
RNA5SP365 	 0
AL844165.1 	 0
RNA5SP464 	 0
RNA5SP236 	 0
AL356776.1 	 0
RNA5SP272 	 0
SCARNA23 	 0
RNA5SP217 	 0
AL050321.1 	 0
RNA5-8SP6 	 0
RP11-180C1.1 	 0
CTC-575N7.1 	 0
RP11-175M2.2 	 0
CTC-459M5.2 	 0
RP11-234K19.2 	 0
RP11-123G5.1 	 1
RP11-285C1.2 	 0
CTD-2050E21.2 	 0
HSD3BP3 	 0
SPINK7 	 0
RP11-648M2.1 	 0
TMED7-TICAM2 	 0
RP11-834C11.7 	 0
RP11-893F2.6 	 0
RP11-790I12.2 	 0
AC006070.11 	 0
RP11-241G9.3 	 0
RP11-414H23.2 	 0
RP11-2H3.2 	 0
HMGN1P15 	 0
CTD-2287N17.1 	 0
RP11-340A13.2 	 0
CTC-556K20.1 	 0
APOBEC3B-AS1 	 0
SNCAIP 	 0
RP11-419C19.3 	 0
TPI1P4 	 0
TSEN2P1 	 0
CTC-281M20.2 	 0
RP11-731D1.1 	 0
KRT18P54 	 0
CTD-2023N9.2 	 0
RP11-2N5.2 	 0
RP11-234K19.1 	 0
LYPLA1P2 	 0
GUCY1A3 	 0
ANP32C 	 0
CTB-99A3.1 	 0
RP11-502M1.2 	 0
RP11-331K21.1 	 0
RP11-87F15.2 	 0
CTB-73N10.1 	 0
C5orf17 	 0
STK19P 	 0
RP11-319G6.3 	 0
CH17-12M21.1 	 0
CTD-2297D10.2 	 0
AC007016.3 	 0
RP11-535C7.1 	 0
RP11-1094H24.3 	 1
CTC-281M20.3 	 0
MLIP 	 0
CTD-2196P11.2 	 0
RP11-293A21.2 	 0
ALG1L11P 	 0
MSNP1 	 1
RP11-115A14.1 	 0
RP11-71E19.1 	 0
CTC-359M8.1 	 0
RP11-368M16.3 	 0
CTD-2201E9.4 	 0
SUMO2P7 	 0
CTC-467M3.2 	 0
RP11-17E2.2 	 0
RP11-438D8.3 	 0
RP11-73G16.3 	 0
RPS23P5 	 0
CTD-2089N3.1 	 0
CTD-2066L21.3 	 0
AC006160.4 	 0
FAM90A4P 	 0
RP11-481C4.1 	 0
RP11-463H12.2 	 0
GS1-388B5.3 	 0
RP11-223C24.1 	 0
CTD-2194D22.2 	 0
RP11-297P16.4 	 0
RP11-752L20.5 	 0
RP11-510I6.3 	 0
AC006153.3 	 0
VNN3 	 0
OR5AC4P 	 0
RP11-618I10.4 	 0
RP11-1267H10.4 	 0
RP11-47F1.1 	 1
RP11-619J20.1 	 0
PPP1R14BP3 	 0
RP11-395P13.6 	 0
PDPN 	 0
RP11-63A11.1 	 0
RP11-392L5.2 	 0
YWHAQP6 	 0
RP11-5P22.3 	 0
AC006552.1 	 0
IQGAP2 	 0
RP11-1396O13.13 	 0
RP11-114H7.2 	 0
RP13-488H8.1 	 0
CTD-2275D24.2 	 0
DPYSL3 	 0
SLC25A15P5 	 0
RP11-358N4.6 	 0
AK3P2 	 0
CTD-2275D24.4 	 0
RP11-563M4.1 	 1
RP11-610J23.1 	 0
RP4-639F20.3 	 0
CTD-2024P10.1 	 0
CTC-228N24.2 	 1
CTC-458G6.2 	 0
RP11-440I14.3 	 0
CTD-2324F15.2 	 0
ANXA10 	 0
CTC-551A13.2 	 0
RP11-310A13.2 	 0
RP11-673E1.4 	 0
RP11-460H9.1 	 0
CTD-2265D6.2 	 0
SPINK2 	 0
SHFM1P1 	 0
AC114812.10 	 0
CTD-2215E18.2 	 0
RP11-265F19.1 	 0
RP11-412P11.1 	 0
DDX3YP3 	 0
RP11-531A21.2 	 0
BCRP4 	 0
RP11-269F21.1 	 0
CTD-2333K2.1 	 0
RP11-274M4.1 	 0
SGCA 	 0
AC008834.1 	 0
SNX5P1 	 1
RP11-501M7.1 	 0
CTD-2195M18.1 	 0
VCAN 	 0
TMPRSS11D 	 0
RP11-121L11.1 	 0
RP11-264E23.1 	 0
RP11-27G13.3 	 1
RP11-423H2.5 	 0
CTC-441N14.1 	 0
KRT18P42 	 0
RP11-225B17.1 	 0
RP11-325I22.2 	 0
RP11-18H21.3 	 0
MEF2C 	 1
LINC00682 	 1
RP11-18H21.2 	 0
ZNF840 	 0
RP11-93K22.8 	 0
RP11-241F15.5 	 0
RP11-249M12.2 	 0
RP11-648M2.2 	 0
RP11-5N11.1 	 0
RP11-1E3.1 	 0
RP11-380D23.1 	 1
RP11-454E7.1 	 0
CTD-2165H16.3 	 0
RP11-82I10.1 	 0
TRIM36-IT1 	 0
KB-1639H6.4 	 0
CTC-235G5.3 	 0
FTH1P24 	 0
RP11-90P5.1 	 0
RP11-656G20.1 	 0
CTD-2193G5.1 	 0
CTB-57H20.1 	 0
RP11-792D21.2 	 0
RP11-798K23.1 	 0
RP11-445O3.1 	 0
TUBB1P1 	 1
AC008592.5 	 0
RP11-227H4.5 	 0
RP11-54D18.2 	 0
MTND5P12 	 0
CTD-2532K18.1 	 0
BEND4 	 0
RP11-184E9.1 	 0
RP11-847H18.2 	 0
CTD-2235C13.2 	 0
RP11-382A18.1 	 0
RP11-11N9.4 	 0
RP11-266N13.2 	 1
RP11-314N14.1 	 0
ZNF415 	 0
RP13-578N3.3 	 0
CTD-2530H12.1 	 0
CASR 	 0
IGKV1-39 	 0
IGKV1-27 	 0
RP11-1070A24.1 	 0
SLFN11 	 0
RP11-841C19.1 	 0
CYP11A1 	 0
RP1-144F13.4 	 0
FREM1 	 0
CELA2A 	 0
RP11-477G18.1 	 0
RP11-446H18.5 	 0
WDR64 	 0
EPPIN 	 0
TAC3 	 0
RP11-85M11.2 	 0
RP11-302F12.1 	 0
IL4 	 0
SPRR3 	 1
RP11-184C23.4 	 0
RP11-545G3.1 	 0
RP11-624D20.1 	 0
MARK2P6 	 0
RP11-508O18.1 	 0
LINC00488 	 0
CTD-2325P2.2 	 0
SYNPR 	 0
SERP2 	 0
RP11-601I15.1 	 0
LILRB2 	 0
CLEC19A 	 0
APOL4 	 0
RP11-128A6.3 	 0
RP4-752I6.1 	 0
HEPACAM2 	 1
RP11-330L19.2 	 0
FGG 	 0
CCNB3 	 0
TAC1 	 0
REG3G 	 0
CTD-2555K7.1 	 0
FAM21B 	 0
RP11-639B1.1 	 0
RP11-118D22.3 	 0
RPL35P6 	 0
HHATL 	 0
RP11-167H9.4 	 0
NXF2B 	 0
AXDND1 	 0
CDC20P1 	 0
RP11-88I21.2 	 0
RP11-142A22.1 	 0
AIF1 	 0
CTD-2158P22.1 	 0
RP11-14D22.1 	 0
RP11-6F2.3 	 0
LARP1BP2 	 0
RP11-439C8.2 	 0
CTD-2184D3.1 	 0
RP11-313M3.1 	 0
IL1RN 	 0
MOG 	 0
RP11-305O4.1 	 0
WDR42A 	 0
PSMF1 	 0
AQP10 	 0
MME-AS1 	 0
UMODL1 	 0
RP11-314M24.1 	 0
RP11-568J23.1 	 0
RPS3AP14 	 0
RP11-695J20.1 	 0
RGR 	 0
RP3-454G6.2 	 0
RP11-173D9.1 	 0
RPL30P14 	 0
CTD-2036J7.1 	 0
RP11-246A10.1 	 0
ALG1L5P 	 0
RPL39P26 	 0
LINC00544 	 0
GRIA1 	 0
APOA2 	 0
RP11-237P21.1 	 0
CTD-2026G6.2 	 0
RP11-101K23.1 	 0
RP11-318G8.1 	 0
SLC38A5 	 0
RP11-689J19.1 	 0
RPS2P6 	 1
RPS16P8 	 0
DNAH12 	 0
CU013544.1 	 1
TBC1D4 	 0
ITIH4-AS1 	 0
OR7E22P 	 0
FAM86LP 	 0
RP11-1220K2.2 	 0
FMO9P 	 0
FBLN2 	 0
IL2 	 0
RP11-449H3.1 	 1
RAD21L1 	 0
RPS16P9 	 0
RP11-501O2.3 	 0
SLC17A1 	 0
CCDC19 	 0
RP11-639F1.2 	 0
CDKAL1 	 0
NLGN4Y 	 0
GIMAP5 	 0
CADM2-AS1 	 0
TRPV2 	 0
PLCH1-AS1 	 0
SULT4A1 	 0
RP11-331F4.1 	 1
LSAMP 	 0
CTD-2021J15.1 	 0
CYMP 	 0
MYADML 	 0
HMGN1P10 	 0
RP11-832N8.1 	 0
RP11-450I19.2 	 0
HOXB-AS3 	 1
RP11-47P18.2 	 0
CTB-2L9.1 	 0
EMID2 	 0
SEL1L2 	 0
RP11-333A23.2 	 0
RP11-204K16.1 	 0
VN1R5 	 0
GABRR3 	 0
ATP1A2 	 1
RPS29P22 	 0
RP11-106J23.1 	 0
CDV3P1 	 0
RP11-147K6.1 	 0
C4BPB 	 1
RP11-507J18.1 	 0
RP11-309L24.2 	 0
KLHL13 	 0
FGF8 	 1
AC002472.13 	 0
AL953854.2 	 0
RP11-299L17.1 	 0
RP11-775D22.2 	 0
AKR1D1 	 1
RP11-252O18.2 	 0
FAM13C 	 0
TMCO2 	 0
RP11-76H14.2 	 0
RP11-129K20.2 	 0
RPL3P3 	 0
GMFBP1 	 0
CASQ1 	 0
S100A11P2 	 0
NTNG2 	 0
RP4-733B9.1 	 0
RP11-564P9.1 	 0
AC108004.3 	 0
RP11-510I6.2 	 0
RP11-286H14.8 	 0
GS1-388B5.7 	 0
RP11-403P13.1 	 0
RP11-63E16.1 	 0
DZIP1 	 0
RP11-274J15.2 	 0
RP11-200A13.2 	 0
AC093627.7 	 0
RPL21P71 	 0
AC018816.3 	 0
RGAG1 	 0
FSIP2 	 0
TCL1B 	 0
CLCNKA 	 0
RP11-17A4.1 	 0
CTD-2290C23.1 	 0
C20orf78 	 0
CHD5 	 0
TMEM176A 	 0
EVI2A 	 0
CTD-2583A14.1 	 0
RP11-154D3.1 	 0
RP11-1079K10.1 	 0
RP11-572M11.1 	 0
C7orf57 	 0
SPTA1 	 0
RP11-379K17.9 	 0
RP11-275H4.1 	 0
KBTBD8 	 1
DRD3 	 0
RP11-615J4.1 	 0
HABP2 	 0
RP11-77K12.7 	 0
CDC25A 	 0
SNORD11B 	 0
AL355794.1 	 0
AC008122.1 	 0
CU442762.1 	 0
IFNA22P 	 0
RP4-673D20.3 	 0
AC007009.1 	 0
AC007679.1 	 0
TPT1P1 	 0
RP11-95P13.2 	 0
ASH1L-IT1 	 0
RP11-426L16.7 	 0
RP4-660B20.1 	 0
XXbac-B33L19.4 	 0
SULT1D1P 	 1
AC092620.2 	 0
RP11-460N11.1 	 0
RP11-305L7.3 	 0
RP11-389O22.4 	 0
RP11-123K19.2 	 0
ZCWPW2 	 0
AC063976.3 	 0
NALCN-AS1 	 0
RP11-63N8.3 	 1
CEACAMP4 	 0
RP11-324F21.1 	 0
PHKG1P2 	 0
RP4-663N10.2 	 0
AC002075.3 	 0
AP000344.4 	 0
AC006947.1 	 0
AC009312.1 	 0
HLA-V 	 0
RP4-603I14.3 	 0
RP1-215K18.4 	 0
RP11-62C3.8 	 0
HMGN2P16 	 0
HMGN2P23 	 0
RP11-484H12.1 	 0
ANKRD62P1-PARP4P3 	 0
RP11-401A10.2 	 0
RP11-144A16.1 	 0
UGT1A11P 	 0
CAND2 	 0
AC093063.3 	 0
SNRPFP4 	 0
RP11-472G23.10 	 0
RP11-479O17.7 	 0
RP5-1069C8.2 	 0
AC087393.1 	 0
RP1-90J20.8 	 0
PABPC5-AS1 	 1
STARD13-IT1 	 0
KCNC4-AS1 	 0
PFN1P10 	 0
RP4-706G24.1 	 0
RPL7P45 	 0
RP3-481F12.1 	 0
AC090505.3 	 0
NECAP1P2 	 0
RP4-765C7.2 	 0
AC004019.10 	 0
RP11-31E13.2 	 0
RP11-236B18.3 	 0
AC004692.5 	 0
RP11-358H9.1 	 0
AC008070.1 	 0
RP11-136K14.3 	 0
GAPDHP28 	 0
AP001625.5 	 1
FMO10P 	 0
RP11-12A2.3 	 0
RP11-383B24.3 	 0
GAS2 	 0
AC025627.7 	 0
AC019118.4 	 0
AC055764.1 	 0
AZGP1P2 	 0
AC093326.2 	 1
AC007879.4 	 0
CYP2AB1P 	 0
HLA-DPA3 	 0
RP11-715L17.1 	 1
RP1-54A3.1 	 0
RP11-216N14.1 	 1
RP11-57G10.1 	 0
ATP5A1P6 	 0
RP11-47J17.2 	 0
RPL5P32 	 0
RASA3-IT1 	 0
RP11-753E22.2 	 0
HIGD1AP8 	 0
RP3-477O4.14 	 0
KRT16P4 	 0
RP11-342C24.8 	 0
CBX1P2 	 1
RPS27AP3 	 0
LILRA1 	 0
RP11-365O16.3 	 0
RP11-552J9.5 	 0
AL445989.1 	 0
BX842568.2 	 0
AC002463.3 	 1
AC013470.8 	 0
RP11-656D10.5 	 0
RP11-301G21.1 	 0
AC068057.1 	 0
RP11-101P17.11 	 0
BX248409.1 	 0
RP11-510N19.2 	 0
AC002553.4 	 0
RP11-592B15.6 	 1
RP11-419M24.4 	 1
RP11-318G21.2 	 0
RP11-820K3.2 	 0
MTND5P30 	 0
AC069155.1 	 0
NR1H5P 	 0
RP11-99J16__A.2 	 1
SUMO1P2 	 0
AC009158.1 	 0
AP000472.3 	 0
AC091654.7 	 0
EYA4 	 1
SNTG2 	 0
CTD-2104P17.1 	 0
AC007405.8 	 0
RP11-237M21.1 	 0
USF1P1 	 0
CEACAM18 	 0
AC013480.2 	 0
RP11-24F11.2 	 1
RIIAD1 	 0
AC121251.1 	 0
AC108868.6 	 0
RP1-35C21.1 	 0
EIF4A1P11 	 1
SLC31A1P1 	 0
AC108938.3 	 0
RP11-389O22.1 	 0
LRRN3 	 0
PIN4P1 	 0
FAM197Y9 	 1
RP11-331H2.4 	 0
RP5-979D14.1 	 0
AC023115.4 	 0
PPP6R2P1 	 0
RP5-1091N2.9 	 0
AC018799.1 	 0
RP11-69C17.2 	 0
SPTLC1P5 	 0
AC002472.11 	 0
AC010974.3 	 0
CTB-1048E9.7 	 0
GJE1 	 0
RP11-137L10.5 	 0
RP11-95K23.7 	 0
MORF4L1P4 	 0
PRDX2P1 	 0
GJA4 	 0
RP11-242O24.5 	 0
RP11-127O4.2 	 0
RP11-394A14.2 	 0
RP11-555F9.2 	 0
RP11-452J6.2 	 0
AC115115.4 	 0
RP5-1115A15.1 	 0
RP11-430L16.1 	 0
PES1P2 	 0
RP4-738P11.3 	 0
MARK2P14 	 0
RPL39P25 	 0
RP11-115N4.1 	 0
RP3-452M16.1 	 0
AC104655.2 	 0
RP11-335E6.3 	 0
RP11-741G21.1 	 0
RP1-97J1.2 	 0
RP11-25K21.5 	 0
RXFP1 	 0
RP11-536K7.3 	 0
PHGR1 	 0
MACROD2-IT1 	 0
IGKV1D-39 	 0
RP13-766D20.1 	 0
AC073284.4 	 0
RP11-533K9.3 	 0
AC104058.1 	 0
FBXL13 	 0
ST13P20 	 0
CCDC155 	 0
SLC9A3P2 	 0
GPR141 	 0
TCEB2P1 	 0
GSTM3P1 	 0
AC078842.4 	 0
XXyac-YM21GA2.4 	 0
RP11-528A4.3 	 0
IL36G 	 0
AQP7P4 	 0
RP11-497J7.1 	 0
RPL7L1P2 	 0
AC007740.1 	 0
FTLP8 	 0
AC093642.6 	 0
RP11-111F5.1 	 0
RP11-66N11.7 	 0
RP3-399L15.1 	 0
AC006019.3 	 0
SF3A3P1 	 0
AC034228.4 	 0
RP11-414H17.7 	 0
MTND4P10 	 0
RP11-168P8.3 	 0
ZNF177 	 0
AC105398.3 	 0
RPL35P9 	 0
RP4-813D12.2 	 0
TIMM8BP2 	 0
RP11-395G17.1 	 0
RP11-388B24.4 	 0
RP1-140K8.1 	 0
CTA-268H5.9 	 0
RP1-292B18.3 	 0
RP4-562J12.1 	 0
AC064865.2 	 0
RP11-328K15.1 	 0
PABPC1P6 	 0
MTCYBP3 	 0
RP11-715I4.1 	 0
GPC6-AS2 	 0
UBBP3 	 0
RP5-1039K5.13 	 0
RP1-206D15.3 	 0
RP11-5N23.2 	 0
RP11-406O16.1 	 0
AC009784.3 	 0
PATE3 	 0
AC093171.1 	 0
RP11-528A4.2 	 0
OSTCP8 	 0
RP11-268F1.2 	 0
AC005863.2 	 0
RP11-384P7.6 	 0
RP11-73E6.2 	 0
LINC00460 	 0
RP11-337A23.5 	 0
RP11-428O18.4 	 0
RP5-998N21.7 	 0
OR13K1P 	 0
AC064871.3 	 0
RP1-232L24.2 	 0
PPARD 	 0
AC106869.2 	 0
AC124944.5 	 0
LILRP1 	 0
AC017006.2 	 0
RP11-149F8.4 	 0
CTD-2554C21.3 	 0
AC011742.3 	 0
RP11-53B5.1 	 0
RP4-777D9.2 	 0
AC079150.2 	 0
RP11-165J3.5 	 0
ZNF705B 	 0
HNF4A 	 0
RP11-385E5.5 	 0
AC010904.1 	 0
FAM207CP 	 0
RP1-223B1.1 	 0
GLRA2 	 0
AC073628.1 	 0
AP000350.7 	 0
RP11-341G2.3 	 0
CTAG1A 	 0
RP11-122M14.2 	 0
RP1-137K2.2 	 0
RP11-182I10.1 	 0
XXbac-BPG27H4.8 	 0
AC012445.1 	 0
AC009236.2 	 1
AC025750.5 	 1
DCC 	 0
AC093415.4 	 0
LARS2-AS1 	 0
AC093166.2 	 0
RP11-332E4.1 	 0
CTA-351J1.1 	 0
C17orf112 	 1
RP11-395B7.4 	 0
AC074121.4 	 0
AF196972.3 	 0
RP11-288D15.1 	 0
RP11-365O16.5 	 0
RPL7P3 	 0
RP11-759F5.1 	 0
RP11-445F6.2 	 1
PLCB1-IT1 	 0
RP11-730A19.2 	 0
KCND3-AS1 	 0
AC092638.2 	 0
RP11-374M1.3 	 1
CTD-2542O7.2 	 0
RP11-449I17.9 	 0
PGBD4P3 	 0
AC104777.4 	 1
RP11-382F24.2 	 0
AC019330.1 	 0
GCOM2 	 0
AC010971.1 	 0
RP1-213J1P__B.1 	 0
AC079834.2 	 0
AC005022.1 	 0
RP11-16L9.2 	 0
XXbac-BPG181B23.6 	 0
RP11-411P18.2 	 0
ATP5A1P1 	 0
AC083855.5 	 0
RP4-549F15.1 	 0
HOXD-AS2 	 0
AL022344.5 	 0
AC002480.4 	 0
RP11-61J19.2 	 1
CT47A5 	 0
RP11-107C16.2 	 0
RP11-94D20.1 	 0
RP11-104D21.1 	 0
RP11-432N13.2 	 0
AC012494.1 	 0
TTLL1 	 0
UPP2-IT1 	 0
AC005588.2 	 0
RP11-308D16.1 	 0
LINC00415 	 0
SLC12A3 	 0
RP3-450M14.1 	 0
RP5-1087E8.2 	 0
AP000356.2 	 0
Z84721.4 	 0
AC083863.5 	 0
PPIAP10 	 0
RP11-359J6.1 	 1
RP4-668G5.1 	 0
RP11-342M3.5 	 0
AC003092.1 	 0
IGHV3OR16-7 	 0
RP5-857K21.12 	 0
GSTA7P 	 1
KIAA0664P5 	 0
AC008073.7 	 0
AC006028.11 	 0
RP11-16C18.3 	 0
RP11-96J15.1 	 1
RP11-400N13.3 	 0
AC083822.2 	 0
RP11-184I16.4 	 0
HMGN2P20 	 0
AC005077.5 	 0
CTD-3216D2.4 	 0
RP11-120E13.1 	 0
AC108066.1 	 0
RP11-214F16.4 	 0
AP000260.4 	 0
AC068134.6 	 1
PSMD10P3 	 0
AC013403.13 	 0
RP11-323D18.4 	 0
SERBP1P2 	 0
SNRPEP9 	 0
RP11-402L1.12 	 0
LINC00238 	 0
HIST3H2BA 	 0
AC034193.7 	 0
RP11-204M4.1 	 0
RPS15AP5 	 0
RP11-350G8.7 	 0
RP11-606P2.1 	 0
